id;text;polarity
3207;I take the medication first thing in the morning about 30 minutes to an hour before I eat breakfast.;positive
1935;I took a dosage of 1000 mg on e day oje and took a dose of 5oomg on days 2,3,4 and 5;positive
1372;The treatment details using the combination of Biaxin and Flagyl together was to assist in the eradication of the cell wall deficient bacteria called Borrelia Burgdorferi. The Flagyl was prescribed to be taken in a five hundred milligram dose twice a day with food as was the same for Biaxin.;positive
2654;After realizing that I was more than just a little upset about my condition, I began to ask questions about the depression. My pharmacist and I decided I should discontinue and contact my doctor.;negative
2702;Metrolotion applied daily, and cortisone cream applied as needed, keep my perioral dermatitis (which is exacerbated by sun, wind, chlorine, and many facial products like sunscreen) undercontrol.;positive
242;The wellbutrin helped me regain control of my appetite and as a result i took back control of my happiness and wellbeing.;positive
3533;I read carefully over the booklet and the website, thinking that maybe i was doing something wrong. I took the lunesta along the zanaflex hoping for a better result and, none!! Took it at 11pm and 3:44am, im still going strong-not even a yawn! I was formally on ambian, which would take over an hour to kick in, but my sleep time was averaging about two hours.;negative
2982;I found myself staring at the wall more than anything else. I felt totally drugged. My personality changed from somewhat lively to something very dull. It was as if the medication numbed my senses. I discontinued Strattera after one month. I couldn't tolerate the depression anymore.;negative
2870;I've had mild cystic acne as long as I can remember. The only time I didn't was when I was on BC pills. Over the course of 7 years, I've taken doxycyline, minocin and Doryx, all which initially helped somewhat. From the beginning, I tried to get my dermatologists to address the hormonal angle. Seven years later, someone finally listened. A couple months ago I started on 75 mg once a day and have had no breakouts since. Not sure how long she'll keep me on this regimen.;positive
1475;Given for depression as a sample. began with 30 mg but due to the side effects the dr. decreased it to half a capsule sprinkled on food. was still too strong. didn't feel as good as far as my moods/depression go, and still felt the jitters. Didn't feel as drowsy. I suspect that I could tolerate this medication after the side effects subsided or decreased after a few weeks, but because I work I couldn't wait...I would have been jittery and yet like a zombie for work and that was not an option;negative
773;I would never take Naproxen again without having a LONG discussion with both a doctor and pharmacist.;negative
1928;I was told by my doctor to take the medication once a day for about 5 days. The best results came within 2 days, and seemed to plateau after that. I requested another prescription so I ended up taking it for about 2 weeks, but I seemed to see little improvement during the 2nd prescription. It was probably because the bacteria was kept under control, but my body was taking time to heal.;positive
1886;"the treatment benefits were good because i had mrsa and was hospitalized,then on pills and intravenous drips at the hospital outpatient for 6 days following release from hospital stay,then 2 more weeks on an oral antibiotic after finishing the infusions..that was a wide assortment of meds..mrsa was gone.about a month and a half later,i got mrsa again.but not as severe,but did catch it as it started to feel like a pimple,not a boil..(dont know how i keep getting it.noone in family has/had it.),and was put on doxycycline(reference above) for 10 days,2 x a day,at 100 mg.and followed the directions.i also used on occassion,an antibiotic shower wash,and 100 % pimple cream for the outside..i had 2 boils that quickly faded,and skin healed better,and seemed like it was wiped out.they were about the size of a small dime when started meds this time.by day 3,i felt a lot better,no longer severely itchy where the boils were(common symptom with mrsa),by day 10,they were the size of a grain of sand/rice..it seemed to be gone.now it is 2 weeks later.2 new boils on the same spot an old was ""supposedly healed"" and 1 new spot...so now on doxycycline again for 30 days and following up with physicians...this all started with what was thought a boil.1 boil on my junk,that had to be lanced.i recommend anyone going into a hopspital for a procedure,to be cut,opened,be put on a good antibiotic 1 week before having it done,and then be put on it afterwards for 2 weeks as well..thats my opinion,but maybe it'd help curb the spread.though they deemed mine being community aquired,i tend to doubt it.";positive
1204;I really wasn't comfortable with taking Prozac in the first place - I had a crappy HMO doctor who thought giving me a pill would solve my problem. I really just needed a change in my life (job, living in DC) to reverse my depression. In other words, I think my depression was situational, not a chemical imbalance. I know that these do work for many people, but I think it's imperative that a person know WHY they are depressed before they hit the pharmacy.;negative
360;After a rectocele prolapse operation in June 2009, i suffered groin damage from the position I'd been laid in for surgery. The genitofemoral nerve was stitched into and i was left suffering from a combination of abdominal pain like appendicitis, and sharp pain when moving my right leg. Eleven months later, and i was still breathless with pain, and could not walk without twisting my body to guard it. i was offered gabapentin, but was swollen within 24 hours, and only managed to move my bowels three times in eight weeks - not good when the reason all this stated was a rectocele caused by megacolon. When i withdrew i became suicidal, absolutely despairing, for three weeks. Two months on, my weight gain has not come down, and the palpitations are if anything worse. Not my sort of drug.;negative
3897;My doctor prescribed Amoxicillin 500 mg. I had to take this three times a day for seven days. I had to take it with paracetamol which reduces fever. I took each the Amoxicillin and paracetamol together with a meal. I took them in the morning for breakfast. I took the next one at noontime during lunch. And I took the third one in the evening at dinner.;positive
2103;apply small amount to affected area once daily. apply in circular motion until fully absorbed;positive
1299;I told the doctor of the problems, and he immediately changed me over to atorvastatin, 20mg, and the pains have disappeared.;negative
1732;Started at 25mg 2x a day for several days and started titrating up by adding 25mg to the evening dose every 3-4 days, depending on how I felt. Got up to 100 mg. a day for the first year. After moving and talking to my new doctor, she suggested increasing the dose to see if I could have less migraines than the 10-12 I was having so I titrated up to 200mg a day and my migraines went down to 8 a month.;positive
316;The medicine was prescribed upon hospital discharge. Dosage was decreased every two days over six day period.;positive
377;My doctor put me on this and told me im bipolar. However I feel more bipolar with it. I did well on cymbalta but it raised my blood pressure. Lamactil has made me very agressive and angry! I cry all the time and my doctor told me he wanted to up the lamactil, and I said, but dr. I didnt feel this way before. And he uped it anyway. I am not taking the new dosage bc I have a child who is possible schizophrenia but is too young for the diagnosis and two angry people is not a good mix. Also I have taken vyvanse for over a year and its a stimulant as well in the past ritalin and adipex for weight loss, never have I experienced anger like tjis!;negative
1198;I've had depression and pain for some time. They have both caused serious problems in my life. I found myself isolated and sleeping far too much. I did some research and found that lack of seritonin could cause an increse sensitivity to pain so I was hoping that my pain would subside with this treatment. So far, I can't tell the difference. My doctor seems to be concerned about taking the vicodin but I'm more concerned about the long term effects of the prozac. Only time will tell.;positive
3278;My depression is due to a chemical imbalance. I have been taking some form of SSRI for 20 years and I'm pretty certain I will always have to.;positive
2807;I am not certain what I should describe here. The treatment details were that I was prescribed a medication after having asked for it due to its advertised benefits and I never have been so disappointed in a medicine until this one. I am not certain if other people have had similar experiences or not, but it wasn't pleasant.;negative
1961;Lyrica is a good drug for pain in my hand/arm after an accident. If I dont take this drug my symptoms will only get worse. Complex Regional Pain Syndrome has changed my life, for I cant work anymore.;positive
897;Treatment was easy to administer, being only once a day, and could be altered easily (am or pm). There were no cardiovascular side effects, no dizziness, blurred vision, or nausea associated with treatment with 10 mg. paroxetine. The mild side effects such as reduced craving for carbohydrates and feeling full earlier during a meal were not considered problematic. The patient's clinical signs of depression, which were insomnia, and reduced enjoyment of former hobbies were reversed within a short period of time (2-3 weeks).;positive
2919;I had an ankle accident at a job. I had this injury for a long time.There isn't much that can be done for it. So I will be on pain medication for the rest of my life. I had taken Darvacet for about 6 years before it lost its effectiveness. Tramadol was only the second pain medication I had ever tried. My doctor thought it would help me. I had never heard about it before. I never once thought I would have such a bad reaction to it. After taking almost 8 Darvacet a day I was ready to try anything else. I just wish for people to be very careful with Tramadol I don't want anyone else going through what I did.;negative
3733;I was started at 300 mg and then reduced myself to 200 mg after six months. I took it at 200 mg for almost a year and a half. For the past four months I have been gradually tapering off this medication with great difficulty.;negative
2698;I was prescribed it after a bladder infection, which was cleared up, lead to a pressure feeling in my bladder. I take the medicine once a day. I guess the medicine is slow releasing but once in a while I felt like I should take a dose earlier than prescribed. I am also scheduled for physical therapy on the muscles of my bladder wall, but have not started them yet. I did this kind of therapy 10 years ago when my bladder had this same pressure feeling and the therapy did help--I'm looking forward to starting it and hopefully getting off the medication.;positive
2908;Was taking Tramadol for assistance with pain caused by the herniated disk. Was also having physiotherapy and anti-inflamatories Mobic.;negative
2424;Initially I was being treated for high blood pressure and put on topral but they did a TSH test and realized that something was wrong with my thyroid. I was originally started off on a very low dosage ( 12.5 mcg/daily) and had to keep going back for blood work every month. Slowly they increased it until they did another test and found out that it was Hashimoto's thyroiditis. At that point, they increased the dosage to 75 mcg/daily and so far it has worked out but I do have to keep having the TSH levels checked.;positive
1300;"For monetary reasons everyone in my surgery was prescribed Simvastatin. I had been taking Atoravastatin for years with no ill-effects. From May till September I was taking Simvastatin. Returning from a holiday (ruined by the dreadful side -effects of Simvastatin), I saw my doctor. After three sentences of explanation she stopped me in my tracks by saying, *Mrs ---. You are really ill! Right, you are off all statins for a month. Your cholesterol level is excellent so you have no need to worry on that score. As from then you will be back on your old Atoravastin tablets, the lowest strength, as usual."" I followed this advice and, a year later, feel GREAT!";negative
2591;Patient suffered acne for over 15 years and had been treated with various oral and topical medications. Oral medications included most typical antibiotics and Accutane. Results were less than ideal. D;positive
1249;I wanted to stop hot flashes without going on HRT medication. My doctor recommended trying Clonidine;negative
2994;HAD SURGERY TO REMOVE ABCESS AND PART OF COLON AND NOW TAKE TABLETS DAILY AND AM REVIEWED ANNUALLY BY COLONOSCOPY;positive
1431;My blood pressre dopped. I lost 103 lbs to date. I had increesed energy and had a better since of who I was and who I wanted to be.;positive
2396;Treatment consists simply of taking a 100 mcg Synthroid pill each morning. This should be taken on an empty stomach and no food should be taken for one full hour. It is also important not to take any calcium supplement for four hours after taking Synthroid. Calcium interferes with the body's ability to effectively utilize the Synthroid.;positive
954;Sprayed rash with HC Derma-Pax and applied Hydrocortisone Cream afterward. Continued med and random daily BP reading to advise cardiologist if BP altered by increased dosage. If hives recur, will call Dr. and request lower dosage.;negative
3962;My dog died and I had chest pains and other Gerd-esque symptoms. I went to doc, they gave me a sample of Prilosec. I began on it and developed the problems. I stopped taking it for about two days, I started feeling bleh and the symptoms Prilosec caused started to go away. To make sure it was the Prilosec, I took it again. The side affects returned within a hour. I am now struggling to get rid of the symptoms and the withdrawal. I would not recommend Prilosec to anyone.;negative
4031;this topical compound was used to reduce hyperpigmentation of skin. the medication was suggested for nightly use but the adverse effects were too intense, and the drug could not be tolerated but few times per week for the duration of 8 weeks.;positive
332;I SUFFERED A THORACIC HERNIATION WITH SPINAL CORD COMPRESSION AND UNDERWENT A DISCECTOMY BUT UNFORTUNALY 3 MONTHS LATER SCAR TISSUE GRABBED A NERVE AND I UNDERWENT A RHIZOTOMY TO SEVER THE NERVE. I WAS LEFT WITH SEVERE DEEP NERVE ROOT NEUROPATHY OF THE SPINAL CORD. THE TREAMENT WAS NARCOTICS AND AN ANTI-SEIZURE. THE NEUROTIN WAS BEGAN IMMEDIATELY BUT AS DESCRIBED ABOVE WAS NOT EFFECTIVE AT ALL FOR PAIN RELIEF. IN FACT, IT EXACERBATED MY PAIN. I AM NOT BEING EVALUATED FOR A SPINE STIMULATOR.;negative
933;Complained of sinus drainage, productive cough, rust stained sputum for two weeks. Chest xray negative to significant findings. Prescribed Levaquin 750mg, 1 by mouth per day, for 10 days. Also taking OTC Mucus Relief Sinus with guaifenesin 400mg and phenylephrine HCL 10mg as need for nasal decongestant and expectorant.;positive
816;i went to my doctor because i was getting only 4 hours of sleep a night for the past 6 days, so he gives me one pill, yes that's right just one 10mg pill. anyways i took it at 10pm and its now 4:30 in the morning and i still cant sleep which is why im here to review this. and i have to been into work by 6am aaaaarrrgh!;negative
1573;Xanax was prescribed for me because I was a plaintiff in litigation and my accurate testimony was imperative, especially memory recall of specific dates 5 years prior to my testimony. The defense attorney was a rude and nasty old man and was deliberately trying to confuse me to the point of tears. My attorney had warned me beforehand about the defense attorney's tactics so I asked my doctor for a short term tranquilizer. During recesses in my testimony (2 days) I would take a Xanax to keep me focused. It worked like a charm and I won the case. It just seemed to keep me sharp, rather than sedated.;positive
1425;Well their wasn't much treatment details. You take the pill first thing in the morning and drink a glass of water with it. It is an appetite suppressant. It also gave me more energy as well, giving me more incentive to exercise, work around my house, etc....;positive
1830;Was put on low doasage, doctor advised to prescribe additional hormones to balance out levels. I opted out of taking it anymore.;negative
1701;After washing my face in the evening before bed time, I would apply a thin layer.;negative
1027;Had to go to a psychiatrist to get it prescribed. Check ups every 3 months to determine effectiveness. So far everything is a go! I cannot express how this has changed my life!;positive
1093;family doctor initially prescribed wellbutin but a psychologist at the hospital suggested effexor. the dose would be increased as i would adjust and experience setbacks. the gabapentin was added when i had sleep troubles and to augment. many things were also added and subtracted to no avail. a psychiatrist felt the dose could be increased to 375 mg. so it was but i was not under any supervised care other than my family physician. all the above side effects caused me to be sent from specialist to specialist who all had tentative diagnoses ranging from borderline personality, narcolepsy (the modifinil), sleep apnea and restless leg, and finally bi polar. finally a different psychiatrist said it was the drugs!;negative
2108;I took the medication for 3 months and my cystic acne disappeared. I had my liver function monitored during the treatment. All went smoothly.;positive
1246;"I have to confess that I'm confused by this section. There were no real ""details"" associated with my treatment aside from what I've alreay described.";positive
1782;"I believe that this, and the hydroxozine are a miracle drug combo. I have suffered from anxiety since around age 7 and I finally have a ""normal"" life.";positive
4131;I built up the dosage like I was supposed to and took the twice daily dose for two days. I spent both of those days unable to move because of the nausea, so my doctor recommended I drop down to .5 mg a day. On that small dosage I became very depressed and began having suicidal thoughts as well as very vivid dreams. I went off the drug and then tried it again a few months later only to have the same depression issues. I'd rather keep smoking and try to find a new way to quit than to lose my life on this drug.;negative
913;Took him to doctor a few times for deppression. Doctor wrote a perscription. He was just a M.D., did not get a syc eval.;negative
1361;Received one shot during each visit once a month. Then after the third shot started having severe memory loss. Could not remember where I was driving to while in my car, could not remember where I lived etc.;negative
3090;I took this medication as prescribed by a dermatologist for 1 week at the 100 mg dose before severe side effects started. Side effects disappeared by 3 days after discontinuation.;negative
601;The treatment plan was realy bad. Although i had gone from crazy back to normal again over an 8 day period i was then made to take the drug for another 9 and a half months there after. This drug should be used as needed e.g taken to stop being crazy, and then stopped once patient has returned to normal state NOT any longer! I was basicly druged up to the eye balls an lost almost a year of my life.;negative
2459;1 to 2 sprays per nostril per day. I tried to limit to 1 spray per side per day & found is just as effective. This is on a regular, permanent basis to control allergies.;positive
727;I was giving 4% dose using once a day along with sunscreen used daily. Help with my acne scar but produce dry sensitive skin. I am no longer use it after reading reports of its harmful long turn side affect;positive
3670;I was started at 37.5mg for a week. Moved up to 75mg the next week. After a week at 75mg was then moved up to 150mg. I was then moved up a week later to 250mg. I took 250mg for about 2yrs. I had to cut back on the dose because I lost my job with insurance and could no longer afford 250mg prescriptions. I tried to (without my doctors advice or knowledge) get off the medicine cold turkey when I lost my insurance. Doing that made me extremely emotional. I would start crying for no reason at all and felt crazy! I went back to the doctor and talked about my situation. She set up a program to slowly take me off the medicine. I stepped down my dose by 75mg every 2 weeks till I got to 75mg. Then I went to taking 37.5 for 2 weeks. Then went to 37.5 every other day for a week. Then 37.5 every third day and so on till I finally got down to none. I went 6 months off the medication before going back to the doctor to be put back on it. I have now been back on it for about a year now. I have no plans to ever stop taking it again.;positive
3721;I started treatment when I was in what seemed like a mixed state--barely able to leave my bed at times, having to go into the bathroom at work to cry nearly every day, having strong urges to self-mutilate, and having a lot of suicidal ideation. I was also very agitated and angry, lashing out at loved ones for seemingly no reason. Lamotrigine started lifting the depression almost immediately, and once I hit the theraputic dose of 200 mg, it was like a cloud lifted overnight. I still have some ups and downs, but nothing major, and even when destructive thoughts cross my mind, I'm able to push them away more easily. I have recently had a rather intense relapse into bulimia, but I doubt that's related to the lamotrigine either way.;positive
1612;The first few weeks were horrible with bad break outs, dryness, burning, redness, Peeling, It was a nightmare. Almost gave up on it but my dr would not let me. I then started using a moisteriser right after washing my face and then waited 1/2 hour to 1 hour before the Taz. Symptoms eased up and now my skin is beautiful. This stuff Rocks. Don't give up and keep it off of your lips!;positive
3845;I self diagnosed and took what seemed to be the approriate minimum dose, aware that it wouldn't be good to take long term.;positive
1709;I use the retin a every night as needed if there is a breakout for about 4 weeks.;positive
4062;I was told to take amoxicillin 3x day /claritin/ motrin and did all those things and seemed to work fine.;positive
2713;take prometrium at bedtime every day to help also with sleeplessness along with menopausal symptoms. and also with the testosterone gel and estridol to help balance out my hormone levels as part of my bio-identical hormone therapy;positive
1157;She was given an oral suspension (8 mg/mL trimethoprim and 40 mg/mL sulfamethoxazole) of which she needed to take 7 mLs 2 times a day for 10 days. She took it once in the morning after breakfast, and once before bed.;positive
2462;Used morning and night after cleansing - acne healed quite quickly- even the the cysts under the skin surface-with no adverse reactions to drug- not drying at all even to my very sensitive skin.;positive
461;I had numerous surgeries with the insertion of c-tongs to drain abcess, they just kept bagging the flagyl into me not telling me that I could get peripheral neuropathy. Today 8 years later I take neurontin a very low dose, can't handle higher than 200mg per day for the peripheral neuropathy, My Neurologist has tried everything under the sun, but I guess only God can repair or give you new nerves damaged forever by the medicine. I also take percocet 5/325 4 times a day because it takes the edge off of the burning and feeling like I have a motor sitting on top off both feet. I also walk w/ a cain my left leg sometimes does not come forward and I have fallen breaking wrists, ribs and such.;negative
4000;Surgery and rod implanted in my right leg, thigh to knee. It is also a long recovery and rehabilitation from walker to crutches and cane. I am taking calcium (Jarrow's Bone-up) twice daily, 50,000 units Vit D weekly, and will have a variety of tests regarding Niacin in about 2 weeks as a follow-up with my primary physician.;negative
2380;Taken first thing with glass of water and no food for 30 minutes. Doctor did not see the connection between cough and Synthroid,(chest Xray came back fine) however as it did bother my stomach briefly at time of dosing, I decided it might be affecting the stomach lining. Recently towards late afternoon or before retiring will take Tagamet or some generic stomach med. I DO NOT experience heartburn, however, this routine seems to reduce the embarrassing cough significantly. This was my own resolution after trying many allergy medicines once or twice which did not stop the cough at all. Was also given sample of Advair which I did not use due to negative side effects I read about on internet before using. I am seeking a more natural and effective solution to replace the Synthroid with something that will treat source of low thyroid as well as the symptoms.;positive
3936;Had helicobactor pylori with terrible acid reflux was treated with antibiotics and prilosec but still had terrible heartburn had a scope done and I had errosive esophagas started taking the nexium and has worked every since. If I miss a pill however my heartburn comes right back so I will have to stay on forever or eventually have surgery called a nissen fulondopation? wrap. I had all the testing for that surgery and was told I was a candidate fot it, so either I have to take the pill nexium forever or have surgery;positive
336;I was put on this by Rheumatology, 12 years ago. Dose was 800 mg/d until spring of 2007, I asked for it to be increased. After the near heat stroke from riding the riding lawn mower less than an hour, I decreased the dose back to 800 mg/d until cooler weather, then went back to the 1200/d.;positive
1307;Perscribed to help with the following symptoms: drippy nose, sinus congestion, post nasal drip, coughing, and sneezing. Medicine was taken as directed with no real help. The only side effect was being a little dry.;negative
2598;I was being treated for nausea cause by trapped gas in the stomach and intestines.;positive
3530;Was given a thirty day supply. Only took one night. The rest will be thrown out, I will never take this again. That bad.;negative
1960;Patient was being weened off of 3600mg/day of Neurontin on to Lyrica. As the dosage taken of Neurontin lessened and that of Lyrica increased so did the side effects. Patient was taken totally off of Lyrica and, successfully, placed back on Neurontin.;negative
3619;I was to apply the Retin-A cream twice a day but the side effects outweighed any effects of treatment.;negative
730;My dermatologist prescribed hydroquinone 4% cream to helped me with a light hyperpigmentation problem. However, hydroquinone did not work at all. I had the opposite effect. My hyperpigmentation became darker.;negative
3683;Prescribed this drug for treatment of a physiological/neurological condition causing a decrease in various neurochemicals, which resulted in chronic dysthymia (low grade depressive disorder). Treatment was not accompanied by any level of counseling or behavioral modification, and was highly successful.;positive
3004;The treatment included the tablet twice daily as well as plenty of fluids. Use of the drug was supplemented by cranberry juice intake -- about 2 glasses per day.;positive
3606;The cream was supposed to minimize my acne, but I think it did the opposite. Just putting the cream on was very painful & stung up front. At times, my face would peel for entire days (again primarily on the chin - or entire jawline area). As I saw it, the Retin A reacted negatively with whatever hormonal issue was causing the acne. I was forced to use injestable treatments, because Retin A did not work (antibiotics and birth control).;negative
1925;I take a 2 month course of Zithromax, half a tablet daily, about twice a year to alleviate exacerbations of chronic Pseudomonas Auriginosa chest infection associated with Cystic Fibrosis. It works excellently in conjunction with a 2 week course of nebulised tobramycin (Tobi) to reduce symptoms and decrease sputum production. I believe one of its main actions is its anti inflammatory effect. Also I believe that it inhibits the ability of Pseudomonas to stick to the lungs. This is a great weapon in the arsenal against CF. I hope this helps your research and look forward to receiving my Skin Care DIY pack. Thank you.;positive
614;I was experiencing hot flashes, mood swings and headaches before taking estradiol. Since taking it, the flashes and mood swings disappeared. I have been on hormaone therapy for about 20 years and have no intention of going off. I feel good and look good for my age and I attribute some of that to the hormonal therapy.;positive
1055;"1 pill every morning at least one hour before eating. Topical medications were a hassle to use consistently, were seldom ""cosmetically elegant"", and did very little to keep symptoms from escalating. Dermatologist prescribed Oracea when it became obvious the the topicals were never going to control the pustules. Oracea cleared it up in a couple of weeks and gave consistent results throughout treatment - Rosacea was practically forgotten about - with no side effects. Several months after discontinuing use, pustles have returned but are nothing like before treatment and are manageable with OTC topicals. Expensive but Oracea does offer discounts worth looking into.";positive
879;I was monitored on a quarterly basis by a psychiatrist who prescribed Paxil and Trazadone.;negative
3727;titrated up from 25 to 100. was given the generic after the titration to 100. the generic was not good. felt way more manic. got back on the brand name and doc suggested bumping up to 150. Haven't felt this good in a long time!;positive
2986;I am nervous about taking a stimulant, but this Strattera doesn't seem to be doing the trick for my ADD. I also have no use for a med that makes me feel sleepy during the day...that is worse than the original ADD!! Also, I have not noticed any appetite reduction, but it has raised my blood pressure. I hear stimulants do that too, so I'm growing tired of messing with Strattera when I am getting stimulant side-effects with none of the stimulant benefits.;negative
2985;With or without this medication I am a philosopher. So I will be explain how the drug works on me from a philosophical assessment. Background: I had taken Strattera for three years (2005-2007) where it helped control ADD where I had difficulty doing so. It helped me focus, stay organized, manage relations, and most or all of the benefits I listed prior. I dropped the drug for 3 years so that I may learn how to control my ADD without the help of medication. During those three years I gained remarkable self control in overcoming ADD. However, I got to the point where I couldn't win over ADD, which was losing focus randomly. During college lectures that I found very intriguing I would often zone out/space out when I could not have been more interested in what was being professed. The frustration of this led me to conclude that medical assistance was the best choice. On the drug: I read and understand that the (generally) biggest con--side effect--to this drug is that there is some sort of depressive or suicidal figure involved. From an evaluative standpoint of myself, I've concluded that my desire for happiness is lowered from where it was prior to the drug. In other words, if I felt a need for a happiness at a 9th strength before, I now had the need for happiness at a 5th strength. Since happiness, to me and most I'd say, is the driving force for existence in life, a lessened desire for it would lead to two results. Lessened feeling for the needing to exist/live and feeling less depressed (because I now do not need to be happy as much as before). Understand that this drug does not control me, I control this drug. I suggest that while you take the medication you assert a greater self-awareness. As you examine how it affects you, you can understand when you are thinking naturally or by the drug.;positive
1312;Enablex was the 4th in a series of bladder control medications that I was given over a 2 month period. It had no effect whatsoever on my condition.;negative
1131;dental specialist went under gums to deep clean and I had to have special care. also, some teeth moved inward. This changed my teeth's ositions and now don't look as nice.;negative
848;My diagnostic of ADD was not really accurate. A did just some practical test but no brain exam. The doctor prescribe ritalin as a test, but because of the side effects I had to stop. I did psychotherapy during the treatment. The ritalin helped me but,of course, didn't stop my problems. I feel really better now, but i didn't find yet a drug to help instead of ritalin.;positive
447;Dissolve one tablet under the tongue at bedtime as needed to a maximum of 3 tablets per week.;negative
2541;I took one pill a day, at night for 90 days with a big glass of water and never skipped a dose. I had a few nights where I had some wine and champagne but never overdid it and tried to steer clear of alcohol as much as possible.;positive
3855;I noticed reduction in frequency and severity of acne lesions during the first week of use. Application was done on clean dry skin and a non-oily moisturizer was applied after the product had absorbed. Sunscreen was applied for daytime use.;positive
3010;I subsequently discovered that I was prescribed this drug for a condition that any number of other drugs would have cleared up just as as easily and was given way too much of it as well. The whole experience has been a nightmare. Nearly a year later, still suffering after-effects. Do not take this drug without checking it out. Cipro was black-boxed by the FDA less than a week after I finished my prescription, and MDs still hand it out like candy.;negative
1809;take 60 mg oxycontine every 8 hrs and one Traumeel at same time taking oxycontin. Traumeel tablets are to be taken sublingually, under the tongue to slowly dissolve. After a one week period of taking the Traumeel with the pain killer, i noticed substantial results.;positive
2521;I take 2x200mg tablets or capsules at a time, normally that is enough, if not i take a further 2x200mg dose after 4 hours.;positive
123;Same as the treatment benefits. Preventative, if I could catch the coldsore before it broke thru, as well as successful in reducing the length of time and size of the coldsore itself.;positive
2186;i am being treated for several disorders and will most likely remain on meds for life as i have recurrent depression and chronic insomnia. The phobia seems to dissapate but it can also return again as i have developed it twice, or i could develop another phobia. In essence i have relapsed seen a psychiatrist, a counsellor, and my doctor along with the medications as part of my treatment program over the last 1.5 years;positive
917;I take 20 mg once a day first thing in the morning, and it no longer keeps me awake late into the night. I overall would recommend this drug to others. I take the generic.;positive
2375;Fifteen years of dermatologists, peels, topicals, Accutane, and nothing had cleared my cystic acne and constant breakouts, though a few treatments lessened the severity. Flutamide 125mg b.i.d. took one month to take effect, and within 6 weeks completely cleared ongoing resistant acne that had lasted more than 20 years and was worsening in my late 30s. AFter one year, we tried weaning off the drug. The results lasted for about 5 months, before the acne gradually returned. Went back on flutamide, and a month later the acne had left. We are now trying to see if a lesser maintenance dose is possible.;positive
2928;This drug was prescribed for pain caused by therapy for frozen shoulder. The pain was making it impossible to sleep at night, so the doctor prescribed tramadol. While the drug did moderate the pain, it also caused agitation, anxiety, insomnia. I stopped taking it after a few days. I also stopped the therapy. The pain went away and my shoulder improved on its own.;negative
1240;Doctor prescribed 2 weeks of antibiotic to clear off my break out with some antibiotic cream and of course sun block, followed by roaccutane 20 mg for the first two months 1 capsule a day and after seeing a good result he advised me to maintain a low dose of one every other day for another eight months. That was the maximum dose I can take after which calculated against my weight.;positive
2390;"I had long complained of fatigue, listlessness, disinterest. I exhibited classic symptoms of hypo-thyroid, but did not check out as such in the standard blood test. A new doctor understands that not every person will fall within ""standard"" test results. God bless her. The results were rapid and positive with an increase in energy, loss of about 10 pounds of excess weight.";positive
232;In conjunction with taking Lexapro for anxiety, Wellbutrin XL was taken (150 mg/day) to reduce depression and balance the side effects of Lexapro, including lethargy, weight gain and sexual dysfunction. Lexapro was taken in evening, Wellbutrin XL in the morning.;positive
636;I stopped taking the pills today. I hope this will stop all the symptoms. I will probably never take any birth control for the rest of my life. I was on Depo for about 2 years, which was fine--no major side effects except for the decreased sex drive. I was on Ortho Tri Cyclen for about a year before Depo, but I stopped because I definitely got lighter periods but the periods were longer (5 days) than when I was not on any BC (3 days). I shouldn't have been on any BC to begin with. Afterall, I shouldn't complain--my periods are always on time like clock work. No cramps, only the occasional bloating. I started to be on BC to prevent pregnancy, but I'll just be more careful by using a condom instead.;negative
3675;You must take a SSRI daily. If you skip a few days you start to feel like you are getting a really bad cold, and disoriented. They are hard to wean off of. Do not stop taking! Talk to your doctor if you feel you want to reduce your dosage.;positive
1693;Decided to stop treatment after three months. I was using it to get rid of small pimples on my forehead. After using the product, I noticed I was getting bigger, and bigger pimples. So I stopped.;negative
1473;I have a history of a brachial plexus injury 8 years ago that has led to progressive increase in nerve pain to my right arm to the point I could no longer lift my camera and was in constant pain throughout the day. It was interfering with work and sleep. In the past, I was treated with short term steroids that masked pain and allowed me to participate in physical therapy. Results were always minimal, but better than nothing. After trying one medication for fibromyalgia unsuccessfully, my doctor agreed to try me on Cymbalta. It took about a month, but the results have been terrific.;positive
3701;"The benefits of Effexor XR were terrific. The side effects while taking it were just fine with me, though my psychiatrist seemed alarmed about my heart rate and blood pressure. That said, the withdrawal was so atrociously horrible it simply wasn't worth taking. I would have rather taken a drug that was half as effective without this uniquely gross withdrawal. Let me put this into perspective: I've gone through nicotine, alcohol, and speed withdrawal (the last a long time ago) and the Effexor was the worst (and I required hospitalization for the alcohol). It took me between three and four months to taper off the drug. I tried to stop --unsuccessfully--at 75% the regular dose, then 50%, and then 25% before deciding to just taper it down to a dose so small I had a hard time believing it had any psychoactive effects at all. Even finally quitting taking the drug at all when I'd tapered down to 1/15th the initial dose, I experienced mild versions of the same awful withdrawal issues that had popped up before: intermittent (intense!) nausea (previously full blown vomiting on previous quitting attempts), night sweats, what I've read in Effexor forums described-inadequately-as ""brain shivers,"" though-- amusingly enough-- very little of the depression or anxiety rebound past the first few days of 0 mg. If I were at suicidal or bed-ridden level of depression this drug would be completely worth it, even with the withdrawal. Otherwise, I'm staying away from SSNRI's for a long time.";negative
